10089 36421
4798 8141 1
114 9796 5346644
554 2213 6145229
7759 6949 4125225
8832 7581 3373271
9183 9375 1
1951 8377 1
429 4246 1
9432 2971 1
8632 4096 1
7873 7705 9647376
9522 643 6434184
6877 8789 235691
2975 1076 15119
5097 1613 10078655
3360 7594 63029
7539 1917 2564552
8067 2420 4156158
7406 2295 1
7229 8307 1
9859 2762 16749
8776 2458 9296334
5775 1822 2899
879 8818 12774830
1921 5069 15546085
688 2020 52523
2309 7891 1660520
1776 9275 1
439 4374 17102701
8457 5338 6678296
8067 2180 2649832
989 813 1
3263 6055 1
6638 2717 1
3453 6558 5374463
2243 8914 1
4505 7658 1
4419 8168 32236
1923 2333 6183402
84 7421 1
3940 422 1
9953 1738 1
8334 3828 616894
3834 8856 1
4855 2098 14884
3245 9558 16629
938 3340 72919
7234 3233 5654956
8395 5503 1
7144 3747 11373052
5800 397 44912
6572 6954 1
2615 8854 5168200
2380 47 1
3843 8881 24079
5795 5863 17919
7895 4374 43253
1181 1345 1
6888 4478 6403301
626 4018 5228
754 8044 1
3232 5060 10375821
498 6275 1
6391 3650 12327778
206 1597 1
5116 7610 461223
2354 10044 1
2602 6187 11874514
9407 2806 1179297
9541 7689 6244748
3778 9799 156441
8132 2744 1
85 2672 1520929
6667 6433 1
5162 5520 9514381
2288 1661 58600
3685 9873 1
8489 4172 1
1302 3675 1
3314 2093 29151
1330 3077 40442
722 2715 25160
5791 9720 35674
4254 818 1801584
10050 3105 62760
5270 5283 1
8026 3874 15194
8799 2281 14217958
804 6915 63564
9032 3422 6157353
1869 8500 75374
1889 6659 28767
9185 5641 1
2211 3647 6129132
8634 5808 64892
4301 7678 1
3253 2210 8905153
4274 199 15689849
277 1301 3083781
5767 9822 1
1800 1112 25114
2569 1539 1
1811 8302 1
4454 4899 7096417
7517 4118 12029
2338 5865 6620
6692 6400 4140
1441 9062 17907
9946 49 1
7517 3648 14776328
2883 6647 4173096
3149 7643 94469
8913 563 1
7074 5469 1
68 5595 1
2874 583 1
1980 8092 98175
583 4655 75667
8750 5422 1
3361 2332 1
7976 4968 10202529
1427 2432 1
2187 125 10006
7640 505 6358048
1877 1585 49600
7403 3734 1
9915 10006 67817
7016 4327 6136143
6208 7135 95062
2008 8083 44228
4621 6725 1
67 1469 212065
2343 7015 89377
8833 361 23010
4617 7671 3886
3104 5327 1
1912 7199 1
7632 2489 1191268
5796 7032 2911234
7353 8768 916991
7077 3469 9890192
5113 9530 69625
2794 6610 1
451 7604 4677190
9821 5214 1
5537 7192 4619974
1699 5526 1
2393 5237 1
2627 3938 1
2448 7765 1050594
5887 5722 92540
2897 7165 1
5129 5816 1
6992 927 1
572 748 15107373
5823 4871 68373
4917 7606 88941
1849 7730 76286
7425 407 1
9288 1549 6016149
7904 1702 4832634
5233 8203 5464040
3611 2159 1
8468 3418 1
8160 5478 8808
6096 7239 24410
286 4466 1849033
8357 3743 3501751
8408 5004 66509
6034 9481 1
242 644 19703
911 313 8448814
3237 2535 85210
5153 2752 1
8173 7165 1316592
6313 8786 10578253
6224 1791 1
4761 7232 29811
9815 2554 76656
1279 8737 60730
3730 5829 10897948
6121 9930 4703324
1141 2847 1
7442 3249 49387
6916 1945 3023535
4337 2151 43001
5085 2625 1
6078 5275 20883
3032 7937 10151273
879 4725 6960700
181 4864 1
450 6883 939696
9933 4472 1
1906 2966 1
3976 7317 4479085
3395 6769 98859
9363 8133 1
5868 6805 1
8761 2294 1
9032 5139 38964
2710 5569 1
7928 314 3535246
4577 8852 1
2812 3422 11945417
3970 6153 1
3234 5154 11088
6155 9229 1
143 1723 8117250
5091 2537 1932176
7329 6513 6891470
7051 9361 1
3812 7096 1661117
2434 5472 44675
10044 5668 1
8828 2886 1
6501 6735 1
573 10083 75329
5955 5259 1
2931 5842 1
5254 949 4145096
5831 3977 1
419 9879 2951566
3926 2529 1
5457 9564 10647
5434 3410 1
572 6630 56644
8126 3870 10094718
4641 2257 1
3221 4808 50392
218 8108 7811556
4898 1449 1
3930 2252 1
3168 9776 1855311
1275 8465 10735239
1094 2354 4157990
8396 69 1
456 3715 5565408
800 5508 1
9312 4941 23324
6185 3010 24548
390 839 683921
5557 9012 1
4102 3379 203059
8948 3934 1
9339 510 1
514 6873 38478
3913 3305 1814584
1387 8090 8833199
8561 8801 10837835
4405 133 44178
6881 1373 10063
4183 1207 1
208 6043 1
1072 4159 16619
9708 7523 1
3105 1475 17535184
291 537 1
382 4997 16827594
2102 6572 758475
620 2398 4266906
2861 2667 9958
3273 2409 1
8575 2957 31700
146 428 2307853
4604 4227 10091
4745 7372 8294006
6982 1926 13571740
181 9045 263805
5335 217 33394
3893 612 935710
5453 576 96538
3776 6539 7185033
9129 9541 1
1946 7903 6996720
1903 7176 90640
7512 3862 4194954
6561 5514 137130
1089 7919 16263895
5551 1157 9986713
5124 6293 1
498 5569 1
420 4242 1
9517 5856 1
7991 6294 1
5202 7362 4403734
245 594 1
5409 1702 23124
1853 8551 11237326
5383 8935 60879
1062 7499 47327
5133 3269 1
6173 7607 3129571
7599 4702 1
6200 6521 1
5093 1886 22811
7208 4697 1
6446 9600 1
253 3754 1
1969 6332 48308
8972 2505 809730
4040 92 61441
2360 7892 1
3222 9258 72292
3173 5212 2552574
246 4682 2781632
2643 7648 2858834
1781 3921 1
9436 6049 76828
7834 8121 3561635
6231 7234 45876
5812 4026 1
4736 2944 1
5260 6842 938456
2999 9029 1
907 8486 1
5685 9065 31434
2455 3203 59242
5302 6728 1
8370 7164 78145
7886 9450 32436
9617 2742 24924
7857 6937 1
2593 4103 1
2045 8074 469964
2788 5608 33172
5732 2392 1
5012 4455 95391
3506 7454 11540046
1965 7426 22162
2578 147 1
2653 3349 7487665
8755 9615 8558669
661 3972 11733097
5218 2079 1
9094 1167 6713252
4848 5444 1
9539 9330 1
6407 49 1
6620 6640 7953
803 5674 44479
4513 2861 3746628
2417 9149 1
6936 7991 67689
9563 4896 6960579
2256 1371 1
4768 2479 1
9415 8657 9073201
7716 4223 4512719
1748 7604 1
9812 2623 6409452
4545 6316 6254
765 3272 89899
7615 5570 1
383 9083 1
1411 8783 1
8620 3915 3064137
6775 7937 12835898
4825 4680 5110358
7207 6620 1
7598 4568 1
2581 3762 1
2244 9210 1
3507 1013 2799192
10063 4719 1
1933 358 1
9079 4186 1
4572 6995 96100
4588 7714 2967842
426 3104 98938
2410 3701 1
5654 7906 36216
1680 4477 1
536 7367 19106
7076 341 11199326
2137 373 1
8565 7592 351703
1959 7973 1
8927 145 30548
7442 3679 87706
457 7870 52100
9080 6836 6042350
268 1158 1
8973 2804 1
2951 3966 1
1473 7455 8110322
6732 108 1
3010 262 1
1458 7037 1
7753 4784 3313145
6328 5430 59255
8897 8111 1
5720 6237 1
3640 8034 1
9090 3346 1
8778 6906 13133
6039 6861 63608
3134 1108 15859854
6386 4443 1
9484 3161 6111342
5755 9293 1
7710 2411 9263776
2377 4922 53397
5104 2863 8548620
3464 4973 1
326 2817 5984999
1369 8091 54799
7016 3369 14227508
6548 6421 69374
3270 6490 1
3639 6122 22637
7537 1676 1
595 6023 1
382 1964 16608346
4431 9937 14952440
8789 4231 175035
5216 1273 1
4712 8237 21179
9909 2435 13784260
9318 9829 73999
5064 5195 13388031
1807 2301 1
7144 7752 95252
8681 6746 5552734
8353 3344 42464
2574 2238 5705491
5929 7545 4425218
2533 5957 8079368
1814 5824 19141
9281 5810 2988236
2037 1933 1
5204 3631 1
8831 7075 13595792
8432 213 1
9178 4856 1
378 8123 2909140
10078 345 1
4712 9266 5420322
39 4592 1
3209 6617 1
4504 5487 4466833
6274 7323 14989
6630 1503 2704353
2528 5562 586669
5765 6745 34806
8394 4286 1
5929 3955 4975470
7434 6811 34547
5134 8562 1
7466 571 72690
6177 8002 1
355 7139 1054181
577 824 1
1253 9979 94324
8708 3009 3464
1860 8611 1
8600 4590 3818823
8717 5522 7114895
4465 9251 1
7425 7778 1
5154 4220 1
1711 378 31047
6869 8281 16447009
6392 8910 8815190
7484 942 87056
4291 1305 21570
5816 2250 25632
7914 6070 1
3097 5254 6776925
2013 569 34061
5161 7386 76808
6870 7142 1
7231 7355 1
8494 10023 71364
9361 1255 48499
561 2228 9700022
5826 8063 54097
4984 2376 1
800 7812 4451095
3938 3748 27909
5128 2510 3269163
3297 7511 1
9246 2885 74794
9131 5366 1
198 7771 1
5320 1081 8674823
2157 4433 1
6936 9448 10617691
3218 3142 4945110
1829 5040 94323
4066 551 4523942
3815 3852 26834
939 4993 342729
3134 7176 4612212
855 1267 4094654
6968 809 4035002
5884 6174 1
8316 4566 14838440
5808 9974 3725109
6107 8142 12491
3873 5549 1
4825 8330 3833809
5255 2877 4114713
8848 3929 1
3099 8435 61611
5874 6896 1956976
2180 4289 5041
2403 6323 22812
1659 6454 70959
7429 429 95419
9367 9691 1
9878 7393 2598824
5728 9848 39357
2310 5400 12493969
3810 6413 29717
1834 5293 16420538
9800 1040 5039042
7683 7231 1
9666 660 79556
3982 7162 1
6980 2299 8485
35 7673 1
9193 7137 1
5782 2116 909
3138 8510 8886565
10059 9302 5945677
8526 5237 3654090
1414 366 3967007
9371 9393 88409
7664 1157 1
1642 438 63794
8303 1657 1
7234 2755 28338
2768 3812 1
6503 2680 1
2508 9608 1
9759 7841 1
3552 3431 1
2245 4936 4158462
5164 8749 71865
4574 8905 1
1906 3312 2725
9056 4335 1
5757 6924 1
9633 1595 98113
2987 831 10116420
7577 6727 1
9197 1545 1
4547 560 1
1878 1996 9574872
3142 3321 1
3742 134 660425
7458 9550 6009954
3235 6311 1
2205 6194 1
2371 5479 717386
8171 3777 70283
7420 139 97368
9715 2925 44120
1237 1089 1
9591 5046 3028782
3978 2136 1
4342 2422 13370
8951 7749 1
85 3687 20641
6224 695 1
1228 7507 1
2893 10036 1
9990 9154 90554
9477 7015 8155145
9320 8934 10216
2726 7677 88634
7902 9475 75918
9010 6247 3198
7778 9624 1
6129 2024 4654727
2849 1000 62666
2358 5623 1
459 9812 16028
961 5002 89938
6136 4365 19213
2550 3470 84278
3771 8458 4062376
3283 4697 18117
266 4207 1
8754 8785 9598566
4517 8200 1
7218 824 1931206
1324 8618 78114
4137 7138 11203913
8015 645 2252699
1130 1701 10593
3244 5232 21229
9200 515 30865
6667 1961 1
1636 5447 1090363
5011 6427 1
4512 3318 13125908
3787 9426 1
4285 9610 1
425 4875 1
9368 6312 336184
2670 10014 1
6145 2714 93559
8020 7312 1
8004 521 3036882
758 4714 16055785
3915 860 3690
7344 644 688414
1040 9292 1
8785 6775 1
6361 9690 10236121
4591 4686 1
3006 5661 2321948
3249 6420 75698
4688 1322 380969
5439 4233 1
2150 1409 5598
5583 2067 1
5813 2883 21021
3124 5891 72354
8663 3649 93146
1745 3909 72371
6468 2045 3640
8446 4832 9015541
1215 7448 1
8667 2201 3670463
7643 6473 32413
9789 3384 1
4286 715 7112411
8231 8445 14660136
9949 5012 1583520
9196 5085 2071350
6155 828 6434607
4811 4115 73670
1004 6578 5486471
4713 481 1624286
5210 2281 5756
3590 5044 1
4061 7283 71481
4120 5687 2785035
9382 9631 1
9445 7764 1
8524 5553 1
7029 5279 1044731
6449 3353 1
7791 9537 1
3008 5839 89670
4606 6877 9012184
2386 1080 13871
8306 9775 5681311
8856 4102 11840499
8276 4285 2126547
3302 656 13807355
601 5751 80734
5486 5064 938125
5687 3692 527568
8671 1646 2639366
7518 6847 1
730 4103 79335
8790 9222 55666
8014 3445 69023
3766 1801 8527837
1939 699 2578217
8185 5584 1
2654 1273 1
5728 2664 1
1102 9877 14599273
6144 2171 9347506
8960 3150 1
6364 2941 50596
1467 3420 1
4807 3696 4030895
7666 8045 1
6058 8536 1
7117 1950 5290850
6547 7039 6891479
5765 738 44068
1699 5056 1
2473 7313 76908
231 3203 1
2088 6086 8076909
2832 4278 51758
9025 6757 72755
3058 2562 9634087
8278 1192 1
1130 771 1
258 5030 1
7219 94 1
5189 1111 376973
131 2364 1
407 2218 12143278
3723 4833 1
7445 112 1
6722 2325 1
5073 5220 83548
7382 4787 14232284
9115 7389 1
1278 529 1
6918 7678 1
5975 4342 78573
2167 1021 33173
8791 4567 1
3164 446 1
7077 8925 8999171
3726 2969 95758
2847 5076 6964218
4338 132 93546
9903 2102 1
915 539 1
626 1226 32621
7686 8746 5924
8992 7973 1
3880 2119 37014
2029 1731 1
9740 3983 4304556
22 6015 2906968
6361 7927 1
4839 8977 59798
5261 4625 70323
6070 3197 790589
4837 144 1
598 2482 14692
4776 6133 5826734
7465 7822 11958148
1712 5526 64303
1241 1252 1299297
8917 4602 71636
2552 3664 1
6361 7872 1
6101 1095 6177512
4359 8306 1
2535 7127 1
3971 6237 1
780 8922 3177688
540 1652 18939
8539 2137 6183809
580 8798 2986200
2235 1631 5285509
1288 6735 29272
8585 7891 14922100
5263 659 6848367
7177 7753 1
8353 9511 69654
4582 793 62311
2416 2953 9791399
4598 8245 384533
1151 460 1
2240 9255 69307
399 3642 53570
5892 1255 370228
4285 1253 73825
7365 9038 6599
5554 1811 12509230
6364 5408 1
2108 2358 16662377
1739 9479 7632427
4226 6335 21968
2723 5834 1
2879 3639 1525693
7456 9467 59626
2788 5337 1
9855 8673 1
2730 6811 1
1610 6370 84472
200 469 85801
196 7826 8728339
6184 2447 34057
4999 2974 1
1227 3777 10698304
5049 1812 1586978
4990 5077 996101
5594 1776 428353
2916 4758 73253
7659 778 4787580
1850 2994 1
6139 942 1
637 9430 37537
5523 7932 3673374
7341 2914 1
4266 40 49611
4140 9922 17122
211 3482 82115
4064 244 79428
5103 3768 1211554
5583 5958 1
8479 212 14330
2302 8998 1
3760 9984 1
7892 5500 1
8411 8782 6957127
9372 4166 48001
9541 7691 1
8236 784 3816436
9805 5695 1
9207 7832 45897
1134 1651 1
9188 4466 60771
9796 7963 49279
3783 925 1
5774 2027 5098243
7895 1318 70797
2380 7551 1
2277 6855 1
2024 3283 1
74 4965 74618
10074 9088 1
1677 2952 1
756 2310 91143
9506 8260 4104785
2037 5576 1
3671 9919 46442
1786 1531 1
9276 3669 3558020
8056 1320 2600316
9351 6171 1
8993 5481 1886219
1155 2079 1
9939 5759 5972813
8221 6097 1924
1153 7299 7838747
1569 630 1
4794 6925 4065358
3444 354 1
723 4740 1
5511 5645 1
6245 1753 12289216
1467 6515 45290
616 6255 1
3465 8991 2235165
10087 2077 1
3609 6999 23244
822 194 10313638
9764 2201 6828904
1934 3549 2727238
7873 73 39796
5204 3424 1
6833 5685 2689793
9028 4987 9383012
5734 8543 53891
2509 4 17486
8048 2315 3399
6239 4510 1
937 669 1
7621 8632 19627
3325 9758 1
5815 7332 49960
9303 6774 20389
7544 9880 9739280
1261 3839 8394155
7896 6732 9428811
5620 6728 45304
1195 6836 48200
7852 8498 11903381
3691 2518 5228032
10071 8988 1014022
9767 9457 10499571
8599 3363 75495
787 6044 1
8946 4139 1
3787 4560 75486
335 3540 3664018
476 5138 1
2968 1316 11589
3650 7502 1
3526 9371 1
8501 9971 1003471
618 6571 75121
8200 6037 1
6667 2406 1
6501 2296 1
7102 7134 60448
8900 8327 9176749
4871 2624 64661
722 6831 1
9390 6191 251589
6622 6109 14744041
7842 5157 59771
750 4364 1324913
502 21 14234
5429 524 22994
4119 3592 6058929
2831 8516 1
1451 3433 61415
8072 5357 1
9019 9131 17981
6479 5071 3330001
4761 6478 2008271
8896 4147 1
666 455 7282863
6621 969 57406
1207 2716 84013
995 6759 1978020
3486 1764 1
4924 4158 1394378
5972 2421 6729984
9838 8310 13819493
6660 291 12300567
2121 6615 611176
947 5579 12756638
8555 4123 1
5432 1540 3635541
6410 5497 1
5630 1626 9513
7461 6255 1
9271 2443 96570
1205 9548 1
1515 1303 1784
6413 3403 26174
7833 10052 1
1856 7222 1
6076 3480 5502571
9269 9397 63100
352 299 50014
9515 39 9581676
3549 7994 1
55 650 5709
1212 2938 167397
5374 4696 1
1578 3229 1
4532 3880 3703
9878 271 30800
9701 2775 1
6070 5170 4504158
6951 4376 61245
7486 2697 47258
3789 8735 1
5094 7976 1497690
3106 1344 3800883
6985 4854 7804971
7550 2423 75638
9473 6525 65042
9489 6596 16000
5922 7590 232278
1908 2736 3168860
3214 7929 69998
8477 2870 29247
9413 7744 51942
497 3994 16034
5335 6107 1
101 6718 58662
643 100 98056
8756 5380 4436702
6815 2464 6679293
3182 9436 1
4743 9313 4274475
6532 3695 1
3086 5450 1
224 6096 1
7819 3344 8333671
7216 9100 1
1038 1039 1
426 5696 54575
8235 7850 5540084
6174 2006 7029
6791 7017 2573939
9785 3080 16622843
4464 2825 23905
5534 8125 33187
4775 9918 1384
3576 9611 1
1532 9971 17060
5332 9469 52738
6991 2909 27533
8365 822 9518
4632 7512 1
7541 3978 1
6783 7622 1
3312 267 1
1574 5413 1
9528 5145 1
9279 5800 1
7936 5073 41486
5150 2075 1347302
2292 981 1
4158 9345 1268487
3350 2161 1
5273 866 1
7112 687 5195
9357 4604 1
6424 6734 1
8256 2490 8799493
7871 758 76003
6519 642 43386
8730 3481 8616597
88 7956 633789
9341 5229 61576
8992 249 21406
5825 7263 11059628
4777 6849 1
6372 3809 4775859
2030 9113 1
9740 1963 7866528
5343 615 1
4448 9874 44797
6965 628 53994
2824 2184 3411
7382 8405 12938553
6636 7038 11539244
9786 745 15776400
6982 6149 14027252
4245 8812 1
2009 853 1
8639 4048 90776
9306 1606 1
2350 1152 1264321
7364 5593 5804375
2363 5786 11606
4145 1013 1
5469 9935 1
6206 8799 1
1187 670 1
8180 8719 15320
2599 8650 1
6720 5363 5282977
615 1121 13977709
5588 9360 1
6780 478 17021774
3540 7792 9399992
9414 6341 14722996
7704 6482 1
5530 2136 1
2905 7249 1
3805 7099 4054977
9770 4362 6607338
3419 8693 8132568
3464 6139 78951
5079 4418 1
9622 4302 1
6951 6481 95666
2882 2777 1
5197 465 93154
4577 1266 58012
8292 4545 1
3758 1138 1
3564 7175 8175781
7891 3334 1
2881 563 87129
7908 4613 5239914
9469 6336 891541
7921 7392 1
9008 4534 14422246
5025 9590 96498
8516 5929 71555
8999 8500 1
1947 9803 67921
150 1246 1
9673 5532 1
5198 6297 11723496
6402 4481 21452
9661 9887 1
5933 7344 10487802
5806 5856 1
3990 6469 10385679
5535 3372 5799829
2439 8294 1
3118 5187 750380
3105 7198 14557820
4065 1897 1
1919 314 1
1006 2341 1
9154 9824 1
9012 8709 10199724
9651 9143 32359
8705 1847 27076
9716 2413 44913
6118 795 1
4097 2571 10556000
3580 4473 43857
1802 2620 8168936
5408 6289 71617
1260 1726 1
9617 6380 63948
4244 7785 21484
3201 9831 35748
9662 5111 4257903
395 3395 1392844
4223 2113 1
8235 4700 12759830
1884 650 1
9321 540 3079112
5282 2302 13164
1161 8968 1
5174 6449 23398
6656 9381 5830013
2425 6280 71881
2891 9445 91883
6044 1535 1
5990 2530 1
9700 8771 5998029
7252 9653 52916
9626 1996 8530329
10023 8430 1
8610 235 596953
11 8200 8759443
4996 106 4971658
2951 6042 8104
246 8429 55552
8913 1423 702854
7895 9027 1
1129 9951 1
1644 8616 97761
7853 9383 3316369
6049 3490 2306322
3075 2912 1
2513 146 3018933
9330 263 11155760
8612 493 7390670
7016 2675 14192539
5865 7810 9830237
8238 9812 1
3086 714 11051622
3869 329 43804
6002 8985 87964
3790 1220 1
9901 1970 6044825
9496 18 1
5078 8203 1
6643 5867 3225840
3444 9162 1857751
6312 9479 9528367
5543 4853 12732
5645 4866 2902456
2892 4624 1
1059 8828 1
5686 9632 1
4522 9773 7693511
10032 3431 6345
1975 3568 1
5430 459 1
7901 4135 9928501
4238 3297 1
4163 5112 2198374
8979 8874 22455
6719 4704 1
3226 8917 41951
3252 9035 2365567
3406 4994 1
1593 3074 1
7256 8404 93081
1552 9644 12124033
2521 3838 1
9063 9597 1
3871 4619 60844
7116 5329 1
8275 2673 81785
4413 1733 74900
9887 375 3302464
6589 2039 1
5405 1989 6643098
2965 4185 1
7873 4866 52028
1631 5092 1
8379 3743 1
7352 8129 1
1156 335 1202
7169 6401 11003
8528 8329 90362
1816 6359 7537974
6499 348 12092542
5079 7547 1
2887 470 5233815
7772 2551 74911
1316 10062 1
874 3383 1
4286 1367 93878
1904 424 26701
9564 7847 1
7863 7652 1
3922 3016 50226
5002 3310 1
9768 4046 1
532 7384 4604712
3657 4284 1
8658 3908 14649580
5765 2514 1
4818 2497 997508
4563 4107 1
6747 5193 75676
8211 9308 1
9989 5092 45403
826 4489 1
5334 7826 78529
5969 1729 20286
35 4858 78117
6548 232 1
8153 6157 47764
5028 1679 939094
9853 3347 1
6242 8591 1
3616 8333 7675616
4876 1423 1
6516 8247 1
9986 1681 1
8703 2453 12381229
5241 989 28712
7895 5444 1
8389 9208 3603465
785 8290 25896
6993 4961 1
1034 2488 14598314
8771 8877 1
9903 2315 1
242 8284 1999723
9312 4518 7497617
7491 2254 1
9015 5574 9844393
9930 8498 4099062
4260 5906 17587789
5085 3799 1
7524 6507 1
8586 8551 14936055
5340 6982 1
3743 9002 1
9349 1061 1
8824 5660 5858236
5759 7304 1
2349 2730 18235
6600 4204 1
5 7506 86643
4329 7830 9172691
6883 4323 54733
8317 3130 1
9284 968 1
2076 7901 1
4999 7334 779031
2276 6439 41012
7299 7438 76839
8172 5499 29578
841 5884 6593119
5972 8509 1
4969 3035 72823
8977 5280 1
9351 8706 9630747
4541 5417 4602561
3272 3189 2465852
1635 8592 3188787
4783 4902 70276
8773 4917 1
2768 7606 1
366 1212 84768
5294 9804 1
1025 3858 5942746
2562 1415 1
3201 4043 98383
8066 8134 1
1369 7699 94071
8467 1231 9998143
1901 3123 1
679 127 1
4112 1803 1
734 1688 1
2454 4555 1
2981 3601 86538
7417 3048 12526930
5852 9102 1
7002 2813 1
9017 4403 65891
7311 9954 2305962
8963 4235 1
4452 2017 1
117 7821 49886
9561 3340 17449399
9975 1831 3678453
293 4756 5694374
562 7667 8858718
53 168 1
8755 7217 37872
9010 9501 73571
1783 7253 2623625
6381 5264 12812523
3961 7899 21313
6896 4825 1
6380 7881 1
7246 5655 4474097
1825 6063 2556302
4109 2920 39799
6260 8321 2319788
9479 1478 1
4682 4987 27945
9739 6417 1
2494 7734 27945
1014 7676 35268
782 7953 16021545
750 7498 86442
9433 5051 864171
1123 1470 21519
3103 2880 49674
7774 2980 10055809
1994 677 1
495 4236 1310126
6253 4081 1
7635 1758 57507
5309 3866 10618130
2394 3312 1
1877 2108 1
1391 9137 1
6879 9948 27508
6664 3469 71232
2368 4362 8559056
4198 2833 1
7458 9851 1563478
8274 6246 81942
7546 1375 11282773
3187 1372 1
7881 672 2108107
7431 7290 51822
3395 5069 19232
6571 6508 75651
8243 9148 9655193
5451 9289 74565
8100 7139 1
6153 9629 1
2944 9667 15098987
2134 6527 2203664
3894 3823 76204
6036 5436 9268870
1050 2590 5883078
6876 6216 69979
3684 2205 57585
9501 4818 1353675
9570 7442 1
8847 7946 55617
5036 8612 5901744
7646 9788 1
7154 9294 10510945
3437 2742 1
6864 771 662829
842 9278 90380
6952 432 88261
1755 4992 63370
6794 2463 1
7448 3857 1
2251 175 1
4550 6912 87340
3714 4938 88162
118 9535 1
822 1126 14591520
9966 673 1
8530 2399 1
4481 8915 451902
6033 2081 1
4988 2312 5358641
7936 4521 32030
1579 4601 1
6685 934 1
4397 3400 5989873
8326 646 80335
3475 5089 1
3586 2721 1
9908 2532 5916001
8716 1164 14036211
6542 8552 35458
386 537 1266001
698 292 55191
9662 1235 1
6557 7098 1
7654 9900 1
110 635 5139659
9060 3941 1
4885 8674 9478724
800 5500 4558475
6714 8253 6855922
7667 2737 1
9699 6376 3753849
1939 2029 1
2722 9822 45911
4337 1878 1
947 7795 1
7083 1507 88486
6760 3216 87089
8282 2979 17719
2462 2745 1
1413 5072 1
2574 4740 427348
718 9056 6556238
6668 282 1
7286 1068 1
3985 6294 1
9986 2938 7981180
10007 9585 5531497
606 1749 1
1328 9215 1
9753 1224 32778
9742 593 1
2953 1713 82060
3254 9315 1
2033 3908 4115138
9534 4777 2192705
7730 8727 9894474
1404 7174 87629
8030 4285 13281914
6949 7075 71782
1691 2430 3448184
1332 756 1
8741 8970 8195955
9691 2685 1
4149 9407 15154
242 1830 1
2200 4198 4907698
8897 9510 43028
9254 5215 1831251
7448 8563 68548
3270 3097 1
8526 9829 6346044
4200 4625 74827
468 7649 1
7362 9530 1
9017 158 1
3878 6454 1
6303 6583 87602
8139 6867 2854351
2384 6635 65499
16 2279 1
7677 6306 4358115
2917 7773 1
3446 8758 1
2492 3000 5713487
8013 9430 1083607
5444 3931 7749948
1550 8287 1
8151 6534 1
8728 309 85563
543 6917 97406
4919 8948 1
5700 7016 1
6013 5747 63135
833 7247 1
9423 3 15047
9655 7726 63204
3179 4325 11380882
7892 9627 4874792
5812 449 1
2993 4232 1
3441 8864 1
728 4712 11482818
1792 4812 1866036
6899 3826 371862
9318 3652 18335
1583 5914 34094
4159 9654 26338
6178 6011 1
3745 5621 10086969
492 2638 1
1131 5840 69020
9324 6522 8444708
3512 9601 80720
8269 3622 1
4533 7595 64840
3524 5424 37903
6997 2547 5657942
2403 8913 1
9316 2058 17347
5524 8710 2251180
2619 4233 92458
4783 2273 1
4106 5953 1
764 3119 65944
1233 7728 32256
7474 9486 74445
1010 5499 1
4610 6950 98650
2892 4703 1103238
1995 104 42040
6799 4298 68440
164 798 1
8186 8484 726977
4468 3416 63634
77 3694 1
5878 8656 28820
1813 7992 1
8205 8450 82256
1761 3216 1264311
534 775 11911497
1474 4606 1
7327 7190 20466
9215 1849 1
6326 5303 2195558
5226 8955 2390857
8200 7218 1
1424 9257 60458
3154 1384 6483105
7446 7910 1
2862 9963 1
1355 1617 1
5441 8772 694417
2323 5490 39157
5801 3813 1
2379 8745 1
5309 6066 10147603
8845 8767 1
2426 9084 1
5037 8867 64827
4070 1666 23603
2089 1414 1262871
2321 7693 1
880 4566 4322
4419 3142 70317
1207 5923 1
572 6743 15205759
2991 206 65169
3534 2417 54524
7127 9880 40430
5561 2753 1
1730 8802 1
5791 8019 1
7648 5209 13382904
7142 2698 1
1040 902 3961877
435 7885 80802
7886 5323 1
134 594 43737
3110 6415 5872329
5174 3668 1
7795 7962 8437213
9216 9758 7165716
2206 6499 1
4193 7517 1
9589 1812 4318406
5891 11 1
1497 2178 15073469
2869 2986 45685
9603 6199 1
3016 2403 7067517
6574 6298 1
9099 8785 15751455
6292 8398 9684318
9054 480 1
8705 3722 7492408
10079 2346 19290
780 9798 91761
7864 7968 67749
9044 8726 2682111
8663 15 1
8598 8234 1
521 1799 1
3104 9022 1
55 9384 9404009
8751 59 84802
224 1231 25033
2209 8258 1
5747 3963 2761350
3390 9640 1
6940 8609 12476940
4094 5821 10391
2991 6643 37868
8448 216 1
6294 3305 8888237
966 10005 1
7746 7869 96406
5884 7116 19080
3047 9922 1505767
8578 7829 7982
4273 1790 503594
6824 6006 1
3211 7206 1
7153 4456 1
7820 640 1
6968 3550 2873036
5906 4565 1
6669 9325 1
47 8964 7027791
8266 2819 11378561
1151 4944 1
1613 5367 95399
8148 7367 1
7544 4175 11988666
6208 5822 58675
9599 1520 4330745
3180 6294 1
5053 7211 2709869
5398 3231 1
9756 5145 68186
9624 2316 1
5364 7606 1
10011 8483 3460
6914 8396 11855411
2070 5498 8278203
384 745 12733548
219 6189 12920010
2162 1142 5257014
6610 69 13644823
9255 5977 4902
2773 2974 12403898
1452 4540 62375
5274 334 9508444
2274 3492 95504
9460 5573 1
9936 8007 1
4065 7515 30077
832 2360 14489042
2217 3039 1
3240 102 2223659
2406 4373 4555390
4020 9586 1
9077 8413 83516
1775 9464 1
6515 8685 3039258
21 9365 8308973
3832 7244 1
1106 3829 1
4179 2945 1
4282 3913 68182
8846 7283 1
6814 6451 59179
1766 7482 61358
9436 8449 1
