1003 4738
774 406 1
837 733 1
547 310 1
265 335 568814
839 726 1
347 565 1
25 504 152872
188 205 1
847 996 1
720 312 2240509
383 753 88534
364 722 935375
402 13 11075336
378 956 1
17 668 11669443
493 362 968586
73 730 12745401
214 582 1
20 551 4679745
244 994 5088358
647 79 9733808
499 952 101668
610 404 11097302
620 20 1
279 147 291199
700 521 1
709 245 13800918
980 425 1
691 744 794246
266 334 1
55 807 1451644
243 696 665090
806 588 384120
558 539 20072090
654 164 1
541 907 3817156
400 711 22662585
970 886 6244234
455 945 10230498
803 414 1
156 908 5699904
190 362 1
383 448 1
65 650 1
798 24 1
896 958 1
2 561 1
30 700 12111766
742 309 10421395
402 237 304035
620 845 3836454
179 328 6692
708 302 1
702 614 655231
122 175 1
355 877 1
371 318 10389883
252 187 9458907
943 577 14640818
530 797 3357415
28 225 22518511
406 857 24000036
8 264 10326022
462 58 801957
743 617 1
492 748 320229
805 602 4222352
788 349 1
181 117 6982150
563 326 13413752
460 398 12231063
494 697 2631371
329 420 593530
830 914 9676109
762 964 1
742 521 1
630 445 14180876
779 237 8811740
167 252 1599675
478 521 1
75 203 1
351 706 1
139 666 1
552 687 20621159
582 954 891629
275 351 8721636
875 66 2377191
701 532 3576227
68 235 13738067
469 923 1
596 14 1547077
660 773 1
239 438 1
154 294 1
738 343 73737
777 787 10244490
650 410 24004687
758 416 1
869 509 1
913 572 1
443 13 8924646
313 683 2616466
258 56 588002
484 13 1
855 709 6937235
421 623 1
656 736 1
565 450 1
659 554 1
242 767 2111914
413 4 1
961 431 15733731
967 445 8542482
890 940 1
842 85 774749
640 569 228270
645 294 7255966
245 236 1
36 790 12228067
805 747 117435
54 430 1
647 445 19914176
573 70 21298029
931 818 17008132
24 853 6832401
890 19 316944
105 666 7886327
76 950 540690
885 286 6832468
253 808 1
316 799 1427858
653 614 5895752
695 520 679546
303 649 3192033
419 622 1
645 496 7696235
44 586 1
421 300 1
161 797 23842300
974 502 1
731 771 1
794 728 1
424 159 816651
836 336 15386895
600 937 15509301
217 40 1
873 18 944349
131 527 1
262 944 1
261 482 51432
4 88 17328778
764 976 1
956 782 8129160
128 39 1
435 939 111235
30 507 4040895
589 906 5802308
557 63 1740101
539 389 1
487 786 1
102 962 4849617
752 377 1
579 592 860607
175 474 1261184
20 517 1
776 652 1
215 708 14733575
551 18 1
138 915 21174216
542 981 1
270 146 1
840 508 1288223
583 56 12960986
16 938 346305
242 668 819522
302 612 565490
401 760 4657493
684 108 1
601 886 944166
13 353 1
737 456 1816653
137 373 11738047
840 523 680751
110 404 905221
194 26 1
911 259 5385322
537 865 18819831
162 451 1
288 91 7689122
872 660 16592067
748 439 9478182
183 120 1
119 722 17675327
652 983 1
849 68 1854582
294 96 4729794
782 343 4987926
786 78 8627366
996 6 205467
870 306 420625
142 763 443284
39 754 12176410
48 920 778646
513 523 1
291 141 224754
100 813 1224970
790 656 1
860 583 1
295 686 5933055
585 610 491007
974 260 1
861 808 204696
331 843 6574895
598 946 1
147 504 103645
794 799 699310
477 682 1
591 495 1
438 485 868116
795 341 1
69 832 964547
546 505 16451905
646 740 21715855
255 888 1
634 426 818866
546 23 4849314
669 400 767927
702 887 4814429
110 682 1
364 290 942951
764 988 1
296 868 791501
218 453 10911853
243 434 1
412 106 697636
63 497 602130
316 872 1
103 426 17459348
422 963 272
496 376 1
90 962 1
45 887 11907564
450 1001 27601616
102 402 8722158
860 77 37135
86 522 1889875
848 83 9105705
574 576 18018153
100 444 735127
93 570 516800
164 587 8004472
506 593 827202
834 940 1
595 851 1
977 133 1
659 169 6566858
820 634 18076792
393 889 2881675
122 331 1
766 169 871756
960 26 1
501 694 1987715
330 373 18175135
785 295 471019
873 301 18416571
659 640 259517
525 956 4167313
452 246 525751
532 623 371352
358 169 19897210
399 727 1
937 486 1
431 760 1
439 58 4966349
178 795 5042822
534 105 8514393
560 495 6567717
988 303 90803
110 731 1
795 892 7431197
749 250 2846483
532 275 15191779
475 848 1
736 781 204270
801 680 232030
272 123 1
554 76 1
45 105 5906174
323 763 2317988
408 64 1
508 904 318029
669 73 795657
426 348 1
859 348 7405953
115 634 18128104
923 247 1
807 798 1
854 401 1
898 611 1
101 561 1
290 684 1
237 984 14915831
923 722 18661835
228 899 1
822 215 26740
608 966 6818381
669 741 207959
852 315 16125998
525 563 166030
590 262 323375
11 997 1
114 748 1
520 567 17441219
651 752 1853914
547 185 2155434
852 851 339613
676 997 10843558
82 301 3086362
420 687 12238706
776 704 1
667 152 18662442
395 29 1
73 372 525842
849 256 1
585 421 20902885
602 396 15642426
889 855 1
45 343 7713969
755 185 12658089
751 201 897360
883 791 425667
983 896 11882072
567 515 1
15 731 1
385 555 1
96 245 8003055
840 308 21165166
58 355 1565348
250 588 1
195 551 21083767
972 44 1246371
741 14 16936907
840 827 176208
550 642 598598
741 536 23304690
660 924 1
843 976 1
954 615 7826702
1002 282 1
824 422 1
389 223 848215
271 570 1
834 157 1
341 243 9960125
909 884 1
527 574 1
792 302 1
299 256 1396352
45 713 7853693
599 478 1570329
317 263 11613569
323 191 686696
797 350 563352
391 456 1
774 438 1
379 280 26546194
904 876 8733921
581 236 1
471 926 1
620 409 1
47 435 1
386 49 380189
484 4 1
425 271 19036560
529 208 1
305 653 544183
992 807 22846898
307 256 1
484 697 4027610
288 809 2943337
300 200 2996249
978 550 8700675
396 177 63712
69 66 270347
685 778 667078
231 404 8257947
807 351 678139
547 632 4174196
566 765 1
813 753 7131699
398 853 1
412 842 1
143 483 1
123 900 24234309
455 957 1
135 389 1
266 175 1
753 823 15116927
422 80 734197
255 11 1
925 7 1
522 948 1
617 268 11889292
284 610 1627796
730 3 10364769
508 417 5646449
981 44 17445181
296 820 1
370 282 219540
46 485 1
26 303 1
550 955 667371
908 634 1
837 170 265564
412 166 386204
803 398 1959594
451 695 1
256 483 14361285
414 823 15990252
975 353 5173572
580 581 343748
667 958 14239285
353 47 3691484
236 354 4894071
977 923 1
84 841 1
837 989 1
210 809 1
408 134 986623
565 788 6061110
586 640 13619013
412 121 1
221 150 900055
291 857 13885458
340 356 836333
483 989 1
913 801 38756
219 435 448263
132 340 3865137
482 987 15217703
203 655 1
42 327 1
776 89 954339
523 125 217336
227 781 1
123 385 14375157
547 927 1
296 322 1
292 741 1
263 704 1
397 165 1
874 256 1
382 176 5809571
905 759 207088
845 302 1
726 812 5082366
796 555 766721
627 112 15959893
646 928 1
534 711 16787418
11 991 1
855 817 19834257
187 44 3011817
7 429 1
90 89 9885216
420 786 1
536 770 1
686 206 20343162
923 332 3051447
466 865 307040
481 237 2744420
340 753 6260060
673 979 1
199 233 4049045
313 433 344130
235 419 1
775 865 10855491
486 988 1
23 108 1
471 880 1
764 97 13220679
113 493 1
817 280 3544503
410 616 847276
211 361 1
632 611 1
622 911 947803
701 627 13285967
663 545 213134
947 844 1
1 244 1
828 972 3360518
448 521 26731
763 103 1
933 88 22224643
295 362 5875307
513 859 1
105 306 11806544
272 421 933037
565 265 10199700
716 283 501465
103 919 24509036
976 76 750123
99 595 1
782 149 1
291 973 1
90 197 1
785 650 330082
383 291 346993
785 594 984923
954 288 191728
718 833 1585504
571 424 1
853 630 665505
421 320 1
594 467 11313023
311 1002 402030
924 294 1381071
332 561 354177
845 536 855090
659 96 358683
35 297 12000580
902 142 378771
773 517 6227020
613 66 1
240 567 789127
144 741 1
903 848 794124
456 461 8938965
238 459 819223
277 835 8753087
263 544 12340
460 418 1
529 346 4121141
975 483 18915648
980 751 1
653 860 177066
383 675 544298
576 457 1
662 410 6166811
96 833 1
358 821 828668
897 839 495294
471 318 1
864 902 18791498
670 975 1
383 450 1
376 339 1
487 224 1
172 364 109852
91 879 1
286 566 1271310
77 88 9737579
598 969 1
559 216 2786969
84 688 1
717 757 688552
669 531 26636970
802 852 1
723 118 834609
5 136 1
968 953 396415
379 386 7138661
588 824 16105676
234 561 1945868
658 244 214712
538 121 1
117 365 739424
668 535 1
822 800 24827347
599 279 456047
412 285 1
567 887 1
228 619 2928064
626 481 1023952
184 275 13830237
529 578 3778123
993 395 1
959 199 3823915
230 478 1789796
589 199 9119442
723 19 3088732
351 107 1
956 474 1
326 42 9996740
537 21 18353379
454 664 1
228 885 14204364
188 787 12976534
496 274 1
800 563 1
996 265 14835120
817 354 1
292 618 370961
740 289 856441
313 1000 11639794
707 413 18809227
233 120 1
787 969 822592
966 198 111321
54 648 19150904
592 25 781075
555 933 1
46 223 1
656 360 1732996
936 703 38580
981 550 538260
330 282 1
770 767 527077
223 804 1
120 440 20180715
486 985 1
831 517 328567
535 267 17850907
354 37 19950218
995 242 8436124
357 42 313222
960 730 723057
921 209 5964337
596 609 11364012
851 664 5404646
442 407 745020
889 64 1
624 175 1925365
667 129 10950689
602 761 11499669
405 530 298523
119 933 83303
409 36 1
221 388 1
610 292 1
491 380 19489761
516 557 1
195 212 690480
73 694 24932294
142 881 214665
273 707 1
882 726 787041
472 670 1
998 6 5494621
356 678 1
505 297 1
592 608 1
62 840 1
54 633 575595
95 100 1
431 865 1
954 429 4392303
381 522 10888985
89 687 1
952 977 1
621 237 7547310
836 734 933105
644 993 689794
697 227 1
876 990 335491
93 78 870805
886 452 6016467
219 847 437335
253 398 625072
590 271 1784506
767 969 2316651
978 971 24695704
711 22 1
293 764 7795252
430 963 9102117
477 973 1
480 933 1
845 857 932858
435 193 2301864
385 804 1
917 160 1958385
135 110 3015218
538 950 187411
55 879 1
412 798 647178
626 995 1
169 680 1
221 228 1
390 194 1
93 836 1
650 315 16491173
746 531 705796
291 441 265654
649 350 20553962
61 635 1
41 333 904369
150 35 1
603 369 908947
644 232 1
107 487 1
313 423 4700940
725 196 19039313
781 705 4256914
687 926 1
28 366 1
744 492 1
207 89 24561005
629 559 592519
685 755 268407
530 613 1
522 864 1
181 737 1
434 411 20036091
873 11 7233239
272 778 1
633 957 812308
102 252 11755906
313 99 461219
217 427 1
387 59 21814241
180 942 8633382
150 331 760070
545 44 18377159
869 713 1
624 468 208269
991 216 1
906 233 6374936
552 139 22730818
270 717 1
423 1002 10631681
758 789 8326521
180 424 11279543
280 186 636259
94 903 1
203 380 12954215
222 899 95243
756 136 1
119 235 23133371
930 34 649298
217 336 3347985
927 132 1
537 838 1
765 286 23735707
317 173 845171
675 317 767220
424 148 735701
990 721 1
857 477 255279
196 295 1
209 231 1
204 721 6143635
422 6 1
511 667 4465817
808 484 19529077
503 677 847752
975 928 2366866
638 913 871243
994 232 3066279
439 774 2781950
351 787 1
80 540 1
921 516 22483403
428 979 1
142 443 1
265 759 1
817 951 1
463 353 1
215 617 3411178
932 119 1
361 164 7752369
154 853 1
305 73 1
520 47 1
975 397 13947713
760 604 6679919
252 186 14393408
55 911 1
844 54 1
929 219 1
854 425 1
143 937 9054
457 663 1
24 409 12883978
435 409 13267819
551 450 1
725 338 134437
354 951 16766049
392 807 18688966
731 954 796704
380 959 1
481 464 649577
172 336 46138
966 97 14883063
978 132 422324
171 620 7514576
675 536 13395794
182 787 52751
783 880 1
318 958 12736528
331 411 289243
308 754 316145
710 228 1
836 902 17566834
24 646 1
787 721 1
462 121 1
887 900 5993083
676 20 15792579
193 386 515939
756 531 2540261
372 520 9125933
776 367 952871
370 284 38656
819 746 682471
544 13 1
776 1002 740706
894 964 12727505
23 907 1166129
10 224 122864
224 650 1
832 106 6503695
273 113 1
624 957 5012951
490 237 1
704 419 21874385
114 961 6414686
971 691 1
351 849 1
269 938 1
768 221 1
770 319 15345919
510 754 19490328
826 289 243413
156 244 1
308 975 1
682 927 40689
197 269 23115826
914 733 1
655 632 14629978
873 981 765790
825 105 4289156
266 314 1
502 66 1621165
346 900 2231786
754 471 376985
407 972 382323
215 6 1873383
98 40 1
998 371 276970
445 726 1
302 856 14429796
888 553 805431
152 526 1
791 328 1
592 599 83056
104 456 1
14 53 1
274 232 8181427
982 593 3264243
738 186 10723355
591 409 1
686 893 1
532 290 16215891
495 52 92684
284 266 12037435
1000 926 34666
823 193 1
973 444 1
691 157 10893503
644 837 753574
749 820 94485
944 986 693603
638 834 838326
611 226 1498805
749 14 17275556
570 380 13981518
951 959 1
96 800 10011813
196 223 1
947 255 1
87 798 1
595 76 1
289 482 1
729 565 8110466
728 821 954698
290 414 1
969 664 1
406 412 12057491
162 76 1
383 184 1
459 867 1
349 838 187894
952 202 1
70 733 1
558 991 12086082
718 714 3854595
313 589 144428
211 414 435523
43 938 1
161 713 17399945
142 828 756011
496 446 1
11 548 1
223 633 5752701
524 526 1
419 779 1
283 208 837133
405 985 1
36 876 734687
629 453 24733542
20 939 1
229 342 1
991 81 4459724
879 842 6547059
80 14 3551745
893 123 356992
497 532 1
92 862 9600501
459 558 1
211 229 11773297
667 784 1
812 123 1
480 70 10891924
90 885 976945
339 156 13297214
465 263 223904
234 462 11939514
644 315 180546
195 729 442857
531 728 1
810 547 1
595 930 1
743 916 1
537 149 473889
698 557 252162
410 241 1
981 486 17454204
845 103 1
473 592 24224817
931 623 1877260
444 174 169073
295 84 27621918
134 771 1
674 875 1
918 603 9454366
460 290 6505482
784 596 11359687
294 87 13245564
981 262 15373126
746 518 1
443 507 4305172
712 523 225899
658 685 763463
552 434 1
619 667 667668
60 678 1
905 679 1
792 840 1
550 695 910504
568 51 554357
889 24 1
751 985 12617756
340 772 4035028
882 785 1
480 549 487036
297 651 10648056
791 401 1
460 489 8547249
929 739 14667828
774 214 2274469
53 201 1
48 583 1
453 718 1
255 154 1
649 139 22697900
418 9 21322874
262 261 1
979 619 4029204
509 305 673988
674 736 1
289 560 1
718 862 9296335
598 810 3023102
785 998 568755
925 731 1
170 990 1
490 843 7898072
597 34 1
898 921 1
282 422 10593849
142 842 1
452 858 7065225
719 1001 6529538
63 984 2440061
937 685 1
900 911 1
278 898 1
993 702 2223277
509 261 127000
771 614 11639165
511 91 12607535
183 699 1092159
798 98 394601
55 80 1
161 431 24503623
416 154 7974074
243 88 230433
780 5 197739
272 397 1
830 390 12694494
762 266 1
199 69 1
329 337 1
297 136 1
702 566 8022557
681 492 1
889 309 9885284
741 271 23536453
884 594 1
392 712 1
828 1000 826232
604 570 1
708 776 8397131
727 16 186304
358 504 23115894
805 128 23572872
299 956 1409788
658 1 416996
643 142 10556476
541 657 3620147
479 214 1
480 475 404390
167 485 1
454 423 478871
54 29 354926
450 495 19853946
990 902 9128115
132 334 87818
723 834 11125683
220 95 25317981
190 75 584051
652 971 1854251
1001 62 1
105 679 1
502 543 161988
993 659 292295
731 551 15240007
283 749 1
352 667 1
910 863 4261765
332 128 21770604
254 50 880160
812 143 21588089
705 713 14221387
167 554 2651901
416 172 13292505
114 811 16519837
206 746 568223
247 70 24418688
373 153 707407
699 649 984346
902 914 164294
408 347 904690
600 872 1
293 11 8576064
347 308 1
806 385 15678670
316 806 1
531 648 1
766 529 240095
100 910 7735773
992 434 1
316 347 13428068
246 221 48717
650 701 381650
798 949 1
845 597 923266
981 869 17663660
785 476 7072278
41 429 744011
927 782 8972059
708 517 289299
128 834 1
407 687 209084
981 440 13446847
142 778 1
309 567 12028974
462 422 70294
583 605 17394773
509 517 6254436
335 180 1
896 662 1
350 856 582321
315 2 1
276 92 10803436
387 886 7227661
194 959 1
352 819 11534539
663 483 12506364
653 102 1
633 660 14116556
64 989 5550458
576 974 1
610 226 92048
528 19 666969
102 19 12017440
651 192 1
853 237 252145
637 563 1
457 719 12702977
559 696 23395808
933 802 753807
480 158 135275
292 298 19052
979 614 15257016
856 766 1
783 147 8294893
893 491 1934069
348 710 9101801
348 680 4652378
526 274 1
851 17 272668
429 37 13041167
96 262 6785966
366 607 25663332
646 985 13984401
724 747 1
240 23 1
953 852 1
41 316 583897
319 531 1
869 472 645498
701 38 12072413
624 103 540422
941 439 3235338
698 845 487144
905 304 3229
223 940 4700688
132 280 26605215
443 559 1
764 370 1
372 398 24119094
206 598 1
911 194 22352799
671 79 9919577
837 985 940174
977 346 23154478
983 657 1200270
118 370 1
600 276 1
160 193 1
562 589 8477614
678 101 4238986
708 47 1
962 61 961301
381 917 1
989 944 1
114 354 635229
754 604 1
745 214 12127023
921 583 150998
627 453 11930648
996 184 433705
243 768 216884
72 819 4021271
160 342 1
622 943 3304192
616 564 1
808 763 19200286
590 233 688612
362 870 21870068
10 195 1
409 5 8990820
737 183 274210
436 852 295708
594 629 48984
486 84 2894381
201 32 4446691
510 103 1
235 107 655282
634 341 1
562 495 14898070
771 162 11519869
259 693 6326676
261 960 536021
295 436 633894
745 839 11387330
100 973 2046798
184 751 885991
476 369 9044222
187 688 370254
236 840 2920027
931 627 11119989
269 430 1
559 879 160177
399 999 14926577
188 88 22611709
624 488 6428725
444 40 9530177
912 396 15355503
500 303 1
454 483 4649475
559 884 220264
93 59 16437230
214 542 7830205
308 245 1
39 355 3627303
797 278 1
797 826 762859
296 660 1632935
138 465 20929795
366 17 1
869 764 1
677 932 2010670
264 882 1
928 282 2648408
397 126 1
769 587 1
232 953 12285464
669 432 484292
858 753 1
721 943 1
692 520 1
907 704 1
515 439 561736
107 4 1
876 460 981717
262 14 1
585 713 13692498
305 23 605010
46 497 6977993
101 12 1
850 205 14285
929 399 363815
148 43 317215
146 43 613675
634 749 1
624 95 25206771
611 274 769324
850 703 25123587
268 293 1
70 482 1
10 830 330473
53 203 483075
70 424 1
69 554 9401775
708 793 719054
796 40 9936294
68 770 617828
199 826 5674988
766 715 928164
817 390 320050
365 930 1
151 837 1
763 461 1
189 621 1
880 686 1
369 387 1
752 402 1
50 155 1
182 218 813602
843 153 1
80 239 3969773
240 1001 745146
520 385 8849122
858 127 68698
908 298 1
373 413 695411
304 908 12747553
485 869 20528121
211 241 281068
59 245 1
303 864 1374839
375 589 9186259
825 159 3143527
304 473 1
895 605 18526357
895 122 19333329
440 593 1
878 997 968825
834 430 1
280 180 1
314 906 8215146
663 809 5042853
798 883 11215901
4 475 7670025
320 607 4190697
937 282 1
584 486 74067
649 771 2614967
165 361 890109
740 427 1
345 165 1
946 217 823499
175 438 854149
581 990 9325857
809 40 595407
749 355 14188782
312 874 19119615
181 193 2275085
430 928 1
96 544 6182400
886 948 565197
270 674 7076648
434 927 4708385
169 210 1
40 614 6858975
632 897 1
273 351 13250972
807 349 1
233 313 1
148 721 1
5 894 1
845 648 935926
378 596 186422
170 250 1
136 315 6372456
180 430 2534583
35 594 1
971 776 522164
677 413 20608561
457 826 18499281
275 551 4020535
522 872 1
722 649 1
273 439 1
0 217 10533406
91 967 513928
861 621 54202
69 663 905745
154 570 1
528 783 5733872
549 72 8712513
269 885 1
417 684 972927
227 872 1
200 620 1
287 574 1
28 517 13321023
853 960 2485318
319 741 1
541 619 1
218 279 12176774
685 391 16006351
605 929 1
796 968 20950651
510 911 1
811 919 6294239
952 78 7433790
809 258 6713391
216 292 352779
724 114 1
188 498 6666020
667 630 4626400
261 489 9398335
385 928 1
217 153 10683308
79 708 2805645
625 189 1
600 467 1
535 334 1
692 331 1
196 122 119067
386 616 16192376
421 564 1
842 414 2690572
836 750 14926799
663 15 10342439
841 824 294030
250 562 335292
956 261 7881144
225 523 1
512 862 639823
588 930 1125251
272 816 1
836 219 596044
918 362 1076566
431 974 1
161 126 305184
66 334 1
248 297 395213
177 625 1
996 668 8260690
357 896 485361
962 843 19051758
605 640 1
965 136 6800801
155 223 1
115 169 22311181
920 601 1
485 51 20502009
225 406 1
791 417 1
876 291 1
345 514 118315
205 79 15179457
946 905 1
363 456 2229614
693 90 4712634
650 564 969322
447 547 655249
61 83 10839877
762 650 1
33 762 834963
605 56 1
261 518 6426430
629 492 1412
662 909 1
40 366 1
842 707 19552
292 418 471
883 674 761624
236 78 10007986
6 804 1
67 292 1
240 608 1
854 432 1
867 836 546292
852 720 4062403
968 109 2603937
282 433 8566356
586 892 21133836
853 825 918049
208 625 133926
424 397 718911
261 496 281049
929 664 1
24 602 151443
735 403 2494547
343 383 1
238 615 598718
508 966 7550632
407 317 1
72 59 4600194
126 265 18121710
42 436 1
695 501 14546222
785 768 24772373
805 835 18043468
602 981 4402858
103 949 2566494
547 573 1
383 277 108553
289 777 1
180 728 691462
23 347 11513187
331 92 1
266 972 9882394
73 651 24296305
229 889 1
959 490 901441
632 323 1255010
22 24 1
355 89 10994558
667 793 10841990
747 819 24374996
932 978 1
884 897 11797879
541 719 9748862
431 707 1
907 47 1
966 680 11734566
499 655 323915
658 338 154086
88 348 1
37 921 1
322 523 1
367 143 921792
384 917 6804142
620 735 1
782 573 1
173 62 10923140
600 775 377611
866 822 1
874 540 1
103 215 539334
883 33 619122
930 274 783940
526 870 20848766
384 526 760297
436 882 918407
787 619 1
813 861 1
653 0 1
403 270 1
371 449 675001
718 812 1
223 507 16712312
250 178 8805375
580 687 21959726
326 53 1
33 905 1
532 219 2060606
142 598 373365
763 126 1
659 378 308799
244 664 857594
257 580 1
618 79 10931273
105 732 1
726 836 2707768
805 427 13769502
211 66 1
304 281 550258
218 844 1
347 874 1
551 101 1
71 438 325637
24 472 22150960
922 712 558882
332 649 1665157
605 488 1
791 489 1
357 299 1
239 113 1
570 100 1
605 663 1
181 317 6862155
495 657 1
819 153 149824
624 100 322285
410 456 1
252 250 1
308 339 1
688 883 348196
524 783 350408
278 72 637107
260 598 11444169
924 335 8720790
111 794 1
441 569 6746376
42 387 1
374 884 1
302 487 6599085
869 235 1
875 359 1
787 74 1030961
945 297 1
519 22 7971841
698 122 1363482
455 816 1
687 816 1
708 577 293701
301 843 861624
366 977 1636508
773 890 1957125
24 835 13957941
466 245 910894
484 6 1
529 958 1
280 457 1
959 972 7972608
702 251 9572755
566 697 606121
312 319 21400991
642 515 104990
736 96 17112446
164 906 9418186
545 47 933635
221 290 1146390
989 443 1825030
406 752 26741224
455 422 4039735
856 935 1
102 406 1
638 489 459589
572 742 5093876
880 56 2442756
242 468 1
888 351 22487227
179 707 1
884 650 1
914 951 70828
341 1002 12757135
954 574 1
718 574 1
841 328 1
680 629 1
821 524 13878782
368 240 125344
805 163 18017378
573 81 14515790
206 358 1
805 523 4027772
631 191 15729549
783 907 1
232 327 1
701 792 18812816
912 716 422593
154 122 11297423
412 337 176925
609 894 1
241 36 3662988
596 270 814834
258 20 431790
806 168 22004126
159 155 461732
13 357 3358474
100 124 11812134
671 728 1
856 152 188365
776 921 1
738 458 825404
161 896 23749656
388 890 838287
288 481 1
13 140 754531
574 962 1215887
115 332 2407494
977 882 1
617 970 992685
381 507 2670148
845 243 440981
832 953 17538165
510 557 17458696
719 345 1
222 583 2822275
271 890 1
508 19 9420069
381 809 1
615 131 10247492
155 171 1
77 337 1
812 184 1
750 65 8796460
219 643 7673850
601 505 14757985
16 954 6531208
436 923 410704
481 449 1
454 105 465716
814 130 765506
879 533 5308436
694 421 1
290 75 1
196 320 485737
239 316 1
899 870 24672124
528 834 9133465
750 954 1
532 930 700233
431 753 1
673 457 1
854 645 242586
26 182 6050734
272 254 199872
557 419 795042
65 801 1
103 463 21008741
544 576 400824
297 233 8514494
137 8 3911454
427 74 780105
999 749 1
590 666 77445
561 42 20854097
684 436 1
140 527 4193190
357 267 678383
73 293 5138322
837 268 71520
199 853 1
325 181 50065
481 506 4410736
261 167 164589
913 82 634538
81 43 1
858 964 152964
183 728 639463
827 719 16631032
744 450 1
696 294 1
522 486 1
898 721 1
817 768 1
643 627 1847951
444 573 667114
887 772 1
975 406 157954
323 93 1
154 480 439298
20 14 22452
302 657 2191460
790 224 1
901 640 6107216
834 578 4497501
773 189 1
257 743 1
208 896 17775500
134 326 1
151 430 1
624 14 15926802
789 998 1
216 611 594747
399 830 126037
303 538 618376
562 769 17669646
483 718 1
580 665 8491412
90 389 1
720 7 11600660
788 385 2974962
857 393 1
466 440 1
480 22 123386
919 789 1
750 9 6384615
763 699 1
538 864 756463
847 944 284966
628 887 7555192
62 344 1
906 207 1
994 122 14388503
704 709 10033792
875 832 3054704
730 664 1
705 855 463050
717 509 10603170
313 660 8906334
301 736 1
350 877 1
890 0 1
29 365 8158350
287 298 1
90 204 1
449 986 5640752
267 171 1
795 372 1
123 787 9751079
277 479 8085411
131 55 1
319 225 443356
845 187 431090
173 310 334016
882 207 690808
865 49 1
649 516 21873107
572 271 23028466
129 797 7246763
550 589 4339945
95 740 1
819 368 734308
676 621 985862
90 60 1
515 318 348693
426 726 1
376 39 3930578
846 204 1
630 191 10018859
976 910 8542037
582 798 5254272
823 947 523935
282 731 4123677
349 644 13404164
681 69 725247
561 671 1685153
178 344 1
455 467 802209
794 648 11441473
156 89 8696956
976 624 539276
252 922 1
399 520 1
232 322 219197
927 213 1321342
669 166 12392024
588 574 3077004
274 353 80471
697 630 1
646 552 652587
506 194 11444633
393 883 21085764
559 473 181065
568 739 746625
677 704 1
854 495 13581379
651 2 1
263 3 567089
375 488 5984236
889 189 1
192 291 6623663
610 174 1
627 426 7103470
772 539 14790625
698 367 4805554
853 817 13678816
807 800 1206189
86 934 1
51 317 1
563 522 22890932
81 789 1
178 617 1
930 213 1982335
490 986 1
415 312 1
104 646 1
132 348 18083642
596 556 10580231
683 886 1
749 889 4813444
174 65 23141697
760 95 21660351
609 494 1
511 902 17808449
153 921 1
830 929 1
352 909 1
622 546 8287808
458 553 1
251 848 1
982 412 867322
798 362 1
354 585 1
457 481 355074
882 851 1
909 485 1
320 201 1
25 791 1
401 28 3742890
355 500 101062
339 69 379264
797 587 1
113 249 19736837
335 240 7085715
951 611 1
998 736 475142
843 374 1
926 83 1
538 6 2164445
202 562 1
847 94 8827650
887 255 1810095
849 307 13643381
648 733 1
908 803 819444
29 981 2474016
655 780 20650670
387 126 1
33 725 1
287 338 1
422 714 981502
360 682 1
78 35 1
719 127 4736580
499 449 1
694 510 1
77 283 1
993 172 2431605
261 627 408220
995 589 9120366
829 534 298768
847 631 162392
547 269 11320611
490 761 1
436 133 906178
333 186 15430967
572 195 614449
85 867 1
630 406 1
980 750 136390
828 317 1
296 792 1
355 71 1
971 654 1
421 924 1
592 461 1
119 999 24779737
591 745 1
238 723 1
241 286 15318962
333 733 462165
563 445 23428593
596 765 1
534 406 1
784 189 1
952 148 9976161
630 560 1125372
611 586 65601
306 331 1
157 988 1
770 914 9329224
424 584 12090527
639 653 770036
998 537 5891694
8 32 1
643 119 1
19 937 14041283
284 690 13738317
336 330 1
468 975 1
33 289 1680030
227 849 292043
522 65 1059932
209 349 1
14 595 1
558 537 3597796
20 835 539963
269 403 1
506 764 672520
465 417 1
615 571 8803804
866 319 13743760
780 109 195639
725 916 647545
112 376 1
754 983 1
140 23 1
693 383 1
260 905 708911
492 346 26492258
112 159 1
929 846 269109
315 587 321534
5 525 1
36 39 16881
506 92 1
397 657 148619
365 717 1
690 835 1830607
227 961 962093
40 329 354886
249 457 1
351 757 1
529 751 1
603 351 13826228
490 796 1
681 400 1
433 546 1
6 904 236601
246 917 1
996 293 2016351
813 876 9757426
422 953 10883038
283 635 1
163 329 1
783 79 1
408 813 1
812 688 17328244
995 144 1
43 283 1
942 620 8916937
621 646 812533
321 240 678635
666 1002 3493680
442 517 1
538 445 23024523
248 725 1
808 107 22293864
813 45 6962481
990 571 12352278
364 483 901131
147 381 1
49 809 3944359
775 182 2010452
890 792 5620693
491 791 19155522
742 43 9677523
963 232 1
546 862 12066575
84 1001 1
614 731 1
635 121 1
847 533 742689
304 798 1381813
857 858 609610
901 775 1456619
636 628 12119775
10 82 10981623
559 825 11442814
695 136 110462
295 198 11706753
311 473 1
121 94 11191529
570 59 15116497
67 658 1
793 766 4086220
284 965 1
232 623 1
429 604 138135
156 850 1
763 237 1
859 498 1
913 249 3112429
561 675 7391192
215 564 1
619 731 600671
677 864 1
808 981 4729764
356 715 17962706
98 201 1
975 338 4209881
995 937 24613271
961 118 1802862
713 718 1
1 510 225778
138 46 16684610
362 963 9010795
337 641 1
593 503 1
409 346 8869230
272 739 2936100
909 610 1
